kingdom	phylum	class	order	family	genus	scientificname
Animalia	Chordata	Aves	Passeriformes	NULL	Certhiasomus	Certhiasomus stictolaemus
Animalia	Chordata	Aves	Passeriformes	Aegithinidae	Aegithina	Aegithina tiphia subsp. cambodiana
Animalia	Chordata	Aves	Passeriformes	Alaudidae	Calandrella	Calandrella cinerea subsp. saturatior
Animalia	Chordata	Aves	Passeriformes	Alaudidae	Galerida	Galerida cristata subsp. cypriaca
Animalia	Chordata	Aves	Passeriformes	Alaudidae	Mirafra	Megalophonus Gray, 1841
Animalia	Chordata	Aves	Passeriformes	Alaudidae	Mirafra	Mirafra apiata subsp. marjoriae
Animalia	Chordata	Aves	Passeriformes	Alaudidae	Mirafra	Mirafra gilletti subsp. arorihensis
Animalia	Chordata	Aves	Passeriformes	Alaudidae	Ramphocoris	Ramphocoris clotbey (Bonaparte, 1850)
Animalia	Chordata	Aves	Passeriformes	Artamidae	Artamus	Artamus cinereus Vieillot, 1817
Animalia	Chordata	Aves	Passeriformes	Artamidae	Artamus	Artamus insignis Sclater, 1877
Animalia	Chordata	Aves	Passeriformes	Campephagidae	Coracina	Coracina macei subsp. andamana
Animalia	Chordata	Aves	Passeriformes	Campephagidae	Coracina	Coracina papuensis subsp. louisiadensis
Animalia	Chordata	Aves	Passeriformes	Campephagidae	Coracina	Coracina temminckii subsp. tonkeana
Animalia	Chordata	Aves	Passeriformes	Campephagidae	Lalage	Lalage sueurii subsp. tricolor
Animalia	Chordata	Aves	Passeriformes	Campephagidae	Pericrocotus	Pericrocotus ethologus Bangs & Phillips, 1914
Animalia	Chordata	Aves	Passeriformes	Cardinalidae	Pheucticus	Pheucticus ludovicianus (Linnaeus, 1766)
Animalia	Chordata	Aves	Passeriformes	Cardinalidae	Saltator	Saltator maximus (Statius Muller, 1776)
Animalia	Chordata	Aves	Passeriformes	Cardinalidae	Saltator	Saltator striatipectus flavidicollis P. L. Sclater, 1860
Animalia	Chordata	Aves	Passeriformes	Certhiidae	Polioptila	Polioptila guianensis subsp. paraensis
Animalia	Chordata	Aves	Passeriformes	Certhiidae	Ramphocaenus	Ramphocaenus Vieillot, 1819
Animalia	Chordata	Aves	Passeriformes	Cinclidae	Cinclus	Cinclus cinclus subsp. persicus
Animalia	Chordata	Aves	Passeriformes	Cisticolidae	Apalis	Apalis chirindensis subsp. chirindensis
Animalia	Chordata	Aves	Passeriformes	Cisticolidae	Apalis	Apalis thoracica subsp. uluguru
Animalia	Chordata	Aves	Passeriformes	Cisticolidae	Cisticola	Cisticola cantans subsp. muenzneri
Animalia	Chordata	Aves	Passeriformes	Cisticolidae	Cisticola	Cisticola lepe Lynes, 1930
Animalia	Chordata	Aves	Passeriformes	Cisticolidae	Incana	Incana incanus
Animalia	Chordata	Aves	Passeriformes	Cisticolidae	Malcorus	Malcorus pectoralis subsp. pectoralis
Animalia	Chordata	Aves	Passeriformes	Climacteridae	Climacteris	Climacteris picumnus subsp. picumnus
Animalia	Chordata	Aves	Passeriformes	Corvidae	Cissa	Cissa chinensis (Boddaert, 1783)
Animalia	Chordata	Aves	Passeriformes	Corvidae	Coracornis	Coracornis raveni Riley, 1918
Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax Linnaeus, 1758
Animalia	Chordata	Aves	Passeriformes	Corvidae	Cyanocorax	Cyanocorax chrysops (Vieillot, 1818)
Animalia	Chordata	Aves	Passeriformes	Corvidae	Cyanolyca	Cyanolyca mirabilis Nelson, 1903
Animalia	Chordata	Aves	Passeriformes	Corvidae	Falcunculus	Falcunculus Vieillot, 1816
Animalia	Chordata	Aves	Passeriformes	Corvidae	Falcunculus	Falcunculus whitei A.J. Campbell, 1910
Animalia	Chordata	Aves	Passeriformes	Corvidae	Mohoua	Mohoua novaeseelandiae (J. F. Gmelin, 1789)
Animalia	Chordata	Aves	Passeriformes	Corvidae	Pachycephala	Pachycephala orpheus Jardine, 1849
Animalia	Chordata	Aves	Passeriformes	Corvidae	Pitohui	Pitohui kirhocephalus subsp. senex
Animalia	Chordata	Aves	Passeriformes	Corvidae	Pyrrhocorax	Pyrrhocorax pyrrhocorax subsp. centralis
Animalia	Chordata	Aves	Passeriformes	Cotingidae	Ampelioides	Ampelioides tschudii (G. R. Gray, 1846)
Animalia	Chordata	Aves	Passeriformes	Cotingidae	Procnias	Procnias albus subsp. albus
Animalia	Chordata	Aves	Passeriformes	Cotingidae	Schiffornis	Schiffornis turdina amazona (P. L. Sclater, 1861)
Animalia	Chordata	Aves	Passeriformes	Cotingidae	Tijuca	Tijuca atra Ferussac, 1829
Animalia	Chordata	Aves	Passeriformes	Cotingidae	Tityra	Tityra inquisitor buckleyi Salvin & Godman, 1890
Animalia	Chordata	Aves	Passeriformes	Cracticidae	Strepera	Strepera Lesson, 1830
Animalia	Chordata	Aves	Passeriformes	Dicruridae	Chibia	Chibia Hodgson, 1837
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Ammodramus	Ammodramus savannarum pratensis (Vieillot, 1818)
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Arremon	Arremon atricapillus
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Arremon	Arremon aurantiirostris saturatus Cherrie, 1891
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Arremon	Arremon phaeopleurus
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Calcarius	Calcarius ornatus (J. K. Townsend, 1837)
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Emberiza	Emberiza cioides Brandt, 1843
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Loxigilla	Loxigilla noctis coryi (Ridgway, 1898)
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Lysurus	Lysurus Ridgway, 1898
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Melanodera	Melanodera melanodera subsp. melanodera
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Melanodera	Melanodera xanthogramma (Gould & G. R. Gray, 1839)
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Melospiza	Melospiza melodia villai A. R. Phillips & Dickerman, 1957
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Passerculus	Passerculus sandwichensis rostratus (Cassin, 1852)
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Phrygilus	Phrygilus dorsalis Cabanis, 1883
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Phrygilus	Phrygilus gayi subsp. gayi
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Pipilo	Pipilo aberti subsp. aberti
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Pipilo	Pipilo fuscus bullatus Grinnell & Swarth, 1926
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Sicalis	Sicalis olivascens chloris Tschudi, 1846
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Spizella	Spizella pusilla arenacea Chadbourne, 1886
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Sporophila	Sporophila leucoptera mexianae Hellmayr, 1912
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Sporophila	Sporophila lineola (Linnaeus, 1758)
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Tiaris	Tiaris obscurus (Orbigny & Lafresnaye, 1837)
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Chloebia	Chloebia Reichenbach, 1862
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Cryptospiza	Cryptospiza reichenovii subsp. australis
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Emblema	Emblema pictum Gould, 1842
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Erythrura	Erythrura trichroa subsp. sanfordi
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Estrilda	Estrilda atricapilla subsp. marunguensis
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Lonchura	Lonchura spectabilis subsp. mayri
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Nigrita	Nigrita fusconotus Fraser, 1843
Animalia	Chordata	Aves	Passeriformes	Eupetidae	Ptilorrhoa	Ptilorrhoa castanonota subsp. pulchra
Animalia	Chordata	Aves	Passeriformes	Formicariidae	Formicarius	Formicarius colma subsp. amazonicus
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carduelis	Acanthis Borkhausen, 1797
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carduelis	Carduelis flavirostris miniakensis (A. Jacobi, 1923)
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carduelis	Carduelis hornemanni (Holboll, 1843)
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carpodacus	Carpodacus rodochroa (Vigors, 1831)
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Fringilla	Fringilla coelebs solomkoi Menzbier & Sushkin, 1913
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Leucosticte	Leucosticte atrata Ridgway, 1874
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Pinicola	Pinicola enucleator sakhalinensis Buturlin, 1915
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Psittirostra	Psittirostra Temminck, 1820
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Serinus	Serinus gularis mendosus Clancey, 1966
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Serinus	Serinus koliensis Grant & Mackworth-Praed, 1952
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Trupialis	Trupialis Bonaparte, 1850
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Asthenes	Asthenes humilis cajamarcae Zimmer, 1936
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Automolus	Automolus rubiginosus saturatus Chapman, 1915
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Campylorhamphus	Campylorhamphus falcularius (Vieillot, 1822)
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Deconychura	Deconychura Cherrie, 1891
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Dendrocincla	Dendrocincla anabatina P. L. Sclater, 1859
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Dendrocincla	Dendrocincla merula obidensis Todd, 1948
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Hellmayrea	Hellmayrea gularis rufiventris (Berlepsch & Stolzmann, 1896)
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Leptasthenura	Leptasthenura aegithaloides subsp. aegithaloides
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Phacellodomus	Phacellodomus striaticollis maculipectus Cabanis, 1883
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Synallaxis	Synallaxis azarae samaipatae Bond & Meyer de Schauensee, 1941
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Xiphorhynchus	Xiphorhynchus susurrans rosenbergi Bangs, 1910
Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Hirundo	Hirundo pyrrhonota Vieillot, 1817
Animalia	Chordata	Aves	Passeriformes	Icteridae	Agelaioides	Agelaioides Cassin, 1866
Animalia	Chordata	Aves	Passeriformes	Icteridae	Agelaius	Agelaius phoeniceus bryanti Ridgway, 1887
Animalia	Chordata	Aves	Passeriformes	Icteridae	Agelaius	Agelaius phoeniceus fortis Ridgway, 1901
Animalia	Chordata	Aves	Passeriformes	Icteridae	Curaeus	Curaeus curaeus (Molina, 1782)
Animalia	Chordata	Aves	Passeriformes	Icteridae	Icterus	Icterus icterus strictifrons Todd, 1924
Animalia	Chordata	Aves	Passeriformes	Icteridae	Psarocolius	Gymnostinops guatimozinus (Bonaparte, 1853)
Animalia	Chordata	Aves	Passeriformes	Icteridae	Sturnella	Sturnella loyca loyca (Molina, 1782)
Animalia	Chordata	Aves	Passeriformes	Icteridae	Sturnella	Sturnella loyca obscura Nores & Yzurieta, 1979
Animalia	Chordata	Aves	Passeriformes	Laniidae	Lanius	Lanius schach subsp. bentet
Animalia	Chordata	Aves	Passeriformes	Malaconotidae	Chlorophoneus	Chlorophoneus Cabanis, 1851
Animalia	Chordata	Aves	Passeriformes	Malaconotidae	Malaconotus	Malaconotus lagdeni (Sharpe, 1884)
Animalia	Chordata	Aves	Passeriformes	Malaconotidae	Tephrodornis	Tephrodornis pondicerianus subsp. pallidus
Animalia	Chordata	Aves	Passeriformes	Melanocharitidae	Melanocharis	Melanocharis arfakiana (Finsch, 1900)
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Lichenostomus	Lichenostomus hindwoodi (Longmore & Boles, 1983)
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Lichenostomus	Lichenostomus melanops (Latham, 1802)
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Melithreptus	Melithreptus albogularis subsp. albogularis
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Myzomela	Myzomela albigula pallidior Hartert, 1898
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Phylidonyris	Phylidonyris niger gouldii (Schlegel, 1872)
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Xanthotis	Xanthotis polygrammus lophotis Mayr, 1931
Animalia	Chordata	Aves	Passeriformes	Mohoidae	NULL	Mohoidae
Animalia	Chordata	Aves	Passeriformes	Monarchidae	Carterornis	Carterornis pileatus
Animalia	Chordata	Aves	Passeriformes	Monarchidae	Erythrocercus	Erythrocercus holochlorus Erlanger, 1901
Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	Anthus berthelotii subsp. madeirensis
Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	Anthus novaeseelandiae subsp. bilbali
Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	Anthus pratensis (Linnaeus, 1758)
Animalia	Chordata	Aves	Passeriformes	Motacillidae	Motacilla	Motacilla alba subsp. leucopsis
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Cercomela	Cercomela melanura subsp. ultima
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Cossypha	Cossypha heuglini subsp. heuglini
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Enicurus	Enicurus schistaceus (Hodgson, 1836)
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Erithacus	Erithacus rubecula subsp. melophilus
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Namibornis	Namibornis herero (Meyer de Schauensee, 1932)
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Phoenicurus	Phoenicurus erythronotus (Eversmann, 1841)
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Rhyacornis	Rhyacornis fuliginosa affinis (Vigors, 1831)
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Aethopyga	Aethopyga siparaja subsp. nicobarica
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Arachnothera	Arachnothera chrysogenys subsp. chrysogenys
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Arachnothera	Arachnothera clarae subsp. malindangensis
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Cinnyris	Cinnyris manoensis
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Cinnyris	Cinnyris mariquensis subsp. mariquensis
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Cinnyris	Cinnyris notatus subsp. notatus
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Dicaeum	Dicaeum anthonyi subsp. anthonyi
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Dicaeum	Dicaeum celebicum subsp. sanghirense
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Nectarinia	Nectarinia manoensis (Reichenow, 1907)
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Prionochilus	Prionochilus maculatus subsp. septentrionalis
Animalia	Chordata	Aves	Passeriformes	Paradisaeidae	Phonygammus	Phonygammus keraudrenii subsp. hunsteini
Animalia	Chordata	Aves	Passeriformes	Pardalotidae	Chthonicola	Chthonicola sagittatus (Latham, 1802)
Animalia	Chordata	Aves	Passeriformes	Pardalotidae	Gerygone	Gerygone ruficollis subsp. insperata
Animalia	Chordata	Aves	Passeriformes	Pardalotidae	Pardalotus	Pardalotus striatus subsp. melanocephalus
Animalia	Chordata	Aves	Passeriformes	Pardalotidae	Pycnoptilus	Pycnoptilus floccosus subsp. sandlandi
Animalia	Chordata	Aves	Passeriformes	Pardalotidae	Sericornis	Sericornis beccarii subsp. wondiwoi
Animalia	Chordata	Aves	Passeriformes	Pardalotidae	Sericornis	Sericornis magnirostra subsp. magnirostra
Animalia	Chordata	Aves	Passeriformes	Paridae	Parus	Parus major subsp. corsus
Animalia	Chordata	Aves	Passeriformes	Paridae	Parus	Parus major subsp. tibetanus
Animalia	Chordata	Aves	Passeriformes	Paridae	Parus	Parus nuchalis Jerdon, 1845
Animalia	Chordata	Aves	Passeriformes	Paridae	Periparus	Periparus ater (Linnaeus, 1758)
Animalia	Chordata	Aves	Passeriformes	Paridae	Periparus	Periparus ater subsp. pekinensis
Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile	Parus carolinensis impiger Bangs, 1903
Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile	Parus gambeli abbreviatus (Grinnell, 1918)
Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile	Poecile atricapillus bartletti (Aldrich & Nutt, 1939)
Animalia	Chordata	Aves	Passeriformes	Parulidae	Dendroica	Dendroica coronata goldmani Nelson, 1897
Animalia	Chordata	Aves	Passeriformes	Parulidae	Euthlypis	Euthlypis lachrymosa (Bonaparte, 1850)
Animalia	Chordata	Aves	Passeriformes	Parulidae	Geothlypis	Geothlypis trichas ignota Chapman, 1890
Animalia	Chordata	Aves	Passeriformes	Parulidae	Oreothlypis	Oreothlypis celata
Animalia	Chordata	Aves	Passeriformes	Parulidae	Oreothlypis	Oreothlypis superciliosa
Animalia	Chordata	Aves	Passeriformes	Parulidae	Parula	Parula superciliosa palliata (van Rossem, 1939)
Animalia	Chordata	Aves	Passeriformes	Parulidae	Parula	Parula superciliosa subsp. superciliosa
Animalia	Chordata	Aves	Passeriformes	Parulidae	Setophaga	Setophaga discolor
Animalia	Chordata	Aves	Passeriformes	Parulidae	Setophaga	Setophaga dominica subsp. dominica
Animalia	Chordata	Aves	Passeriformes	Parulidae	Setophaga	Setophaga petechia subsp. gundlachi
Animalia	Chordata	Aves	Passeriformes	Passeridae	Petronia	Petronia petronia subsp. exigua
Animalia	Chordata	Aves	Passeriformes	Passeridae	Petronia	Petronia petronia subsp. puteicola
Animalia	Chordata	Aves	Passeriformes	Petroicidae	Heteromyias	Heteromyias albispecularis subsp. armiti
Animalia	Chordata	Aves	Passeriformes	Petroicidae	Peneothello	Peneothello sigillata subsp. saruwagedi
Animalia	Chordata	Aves	Passeriformes	Petroicidae	Petroica	Petroica multicolor subsp. taveunensis
Animalia	Chordata	Aves	Passeriformes	Pipridae	Corapipo	Corapipo altera Hellmayr, 1906
Animalia	Chordata	Aves	Passeriformes	Pipridae	Ilicura	Helicura Sclater, 1888
Animalia	Chordata	Aves	Passeriformes	Pipridae	Pipra	Pipra filicauda subpallida (Todd, 1928)
Animalia	Chordata	Aves	Passeriformes	Pittidae	Hydrornis	Hydrornis caeruleus
Animalia	Chordata	Aves	Passeriformes	Pittidae	Pitta	Pitta erythrogaster kuehni Rothschild, 1899
Animalia	Chordata	Aves	Passeriformes	Pittidae	Pitta	Pitta erythrogaster splendida Mayr, 1955
Animalia	Chordata	Aves	Passeriformes	Pittidae	Pitta	Pitta gurneyi Hume, 1875
Animalia	Chordata	Aves	Passeriformes	Platysteiridae	Batis	Batis poensis Alexander, 1903
Animalia	Chordata	Aves	Passeriformes	Ploceidae	Ploceus	Ploceus bicolor subsp. amaurocephalus
Animalia	Chordata	Aves	Passeriformes	Ploceidae	Ploceus	Ploceus burnieri Baker & Baker, 1990
Animalia	Chordata	Aves	Passeriformes	Ploceidae	Ploceus	Ploceus cucullatus subsp. collaris
Animalia	Chordata	Aves	Passeriformes	Ploceidae	Ploceus	Ploceus nicolli Sclater, 1931
Animalia	Chordata	Aves	Passeriformes	Ploceidae	Ploceus	Ploceus preussi (Reichenow, 1892)
Animalia	Chordata	Aves	Passeriformes	Ploceidae	Ploceus	Ploceus velatus subsp. tahatali
Animalia	Chordata	Aves	Passeriformes	Prunellidae	Prunella	Prunella montanella montanella (Pallas, 1776)
Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Alophoixus	Alophoixus finschii (Salvadori, 1871)
Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Ixos	Ixos everetti (Tweeddale, 1877)
Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus brunneus subsp. zapolius
Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus finlaysoni subsp. eous
Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus melanoleucos (Eyton, 1839)
Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus sinensis subsp. orii
Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus urostictus (Salvadori, 1870)
Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Tricholestes	Tricholestes criniger subsp. criniger
Animalia	Chordata	Aves	Passeriformes	Regulidae	Regulus	Regulus teneriffae Seebohm, 1883
Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Acropternis	Acropternis orthonyx subsp. orthonyx
Animalia	Chordata	Aves	Passeriformes	Rhipiduridae	Rhipidura	Rhipidura drownei Mayr, 1931
Animalia	Chordata	Aves	Passeriformes	Sittidae	Sitta	Sitta europaea subsp. cisalpina
Animalia	Chordata	Aves	Passeriformes	Sturnidae	Aplonis	Aplonis mysolensis subsp. sulaensis
Animalia	Chordata	Aves	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis chalcurus Nordmann, 1835
Animalia	Chordata	Aves	Passeriformes	Sturnidae	Leucopsar	Leucopsar rothschildi Stresemann, 1912
Animalia	Chordata	Aves	Passeriformes	Sturnidae	Onychognathus	Onychognathus nabouroup (Daudin, 1800)
Animalia	Chordata	Aves	Passeriformes	Sturnidae	Pastor	Pastor roseus
Animalia	Chordata	Aves	Passeriformes	Sturnidae	Sturnus	Sturnus melanopterus (Daudin, 1800)
Animalia	Chordata	Aves	Passeriformes	Sturnidae	Sturnus	Sturnus vulgaris subsp. caucasicus
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus caffer subsp. caffer
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus familiaris (Rothschild, 1892)
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus familiaris subsp. kingi
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Actinodura	Actinodura egertoni subsp. ripponi
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Alcippe	Alcippe brunneicauda (Salvadori, 1879)
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Alcippe	Alcippe morrisonia subsp. hueti
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Artisornis	Artisornis moreaui (Sclater, 1931)
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Bradypterus	Bradypterus alishanensis Rasmussen, Round, Dickinson & Rozendaal, 2000
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Garrulax	Garrulax annamensis (Robinson & Kloss, 1919)
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Garrulax	Garrulax cachinnans Jerdon, 1839
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Garrulax	Garrulax morrisonianus (Ogilvie-Grant, 1906)
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Leiothrix	Leiothrix argentauris subsp. tahanensis
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Locustella	Locustella pleskei Taczanowski, 1889
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Macronous	Macronous gularis subsp. rubicapilla
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Minla	Minla ignotincta subsp. mariae
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Napothera	Napothera Gray, 1842
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Napothera	Napothera atrigularis (Bonaparte, 1850)
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Ortygocichla	Ortygocichla Sclater, 1881
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Paradoxornis	Paradoxornis gularis subsp. hainanus
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Paradoxornis	Paradoxornis paradoxus Verreaux, 1870
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Pellorneum	Pellorneum fuscocapillus subsp. fuscocapillus
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Pellorneum	Pellorneum ruficeps subsp. olivaceum
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus sibilatrix (Bechstein, 1793)
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Pomatorhinus	Pomatorhinus musicus Swinhoe, 1859
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Seicercus	Seicercus tephrocephalus (Anderson, 1871)
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Stachyris	Stachyris maculata subsp. maculata
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Sylvia	Sylvia curruca subsp. curruca
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Turdoides	Turdoides squamulatus (Shelley, 1884)
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Yuhina	Yuhina zantholeuca (Blyth, 1844)
Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Mackenziaena	Mackenziaena leachii (Such, 1825)
Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Myrmeciza	Myrmeciza exsul subsp. niglarus
Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Sakesphorus	Sakesphorus luctuosus subsp. araguayae
Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Schistocichla	Schistocichla schistacea (Sclater, 1858)
Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Willisornis	Willisornis poecilinotus subsp. duidae
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Buthraupis	Buthraupis eximia choloronota P. L. Sclater, 1855
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Buthraupis	Buthraupis montana (Orbigny & Lafresnaye, 1837)
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Calospiza	Calospiza Gray, 1840
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Catamblyrhynchus	Catamblyrhynchus diadema citrinifrons Berlepsch & Stolzmann, 1896
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Chlorophonia	Chlorophonia cyanea intensa Zimmer, 1943
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Chlorospingus	Chlorospingus ophthalmicus subsp. hiaticolus
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Diglossa	Diglossa caerulescens subsp. saturata
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Euphonia	Euphonia xanthogaster badissima Olson, 1981
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Euphonia	Euphonia xanthogaster exsul Berlepsch, 1912
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Hemispingus	Hemispingus superciliaris urubambae Zimmer, 1947
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Iridophanes	Iridophanes pulcherrimus subsp. pulcherrimus
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Piranga	Piranga flava (Vieillot, 1822)
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Piranga	Piranga flava hepatica Swainson, 1827
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Tachyphonus	Tachyphonus cristatus pallidigula Zimmer, 1945
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Tangara	Tangara argyrofenges caeruleigularis Carriker, 1935
