kingdom	phylum	class	order	family	genus	scientificname
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Arremon	Arremon atricapillus subsp. atricapillus
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Arremon	Arremon aurantiirostris santarosae Chapman, 1925
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Arremon	Arremon aurantiirostris subsp. aurantiirostris
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Atlapetes	Atlapetes latinuchus (Du Bus de Gisignies, 1855)
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Calcarius	Calcarius lapponicus subcalcaratus (C. L. Brehm, 1826)
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Camarhynchus	Camarhynchus pallidus subsp. pallidus
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Melospiza	Melospiza melodia adusta Nelson, 1899
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Melozone	Melozone leucotis nigrior W. Miller & Griscom, 1925
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Pipilo	Pipilo crissalis bullatus Grinnell & Swarth, 1926
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Sicalis	Sicalis auriventris Philippi & Landbeck, 1864
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Sicalis	Sicalis raimondii Taczanowski, 1874
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Estrilda	Estrilda astrild subsp. angolensis
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Lagonosticta	Lagonosticta rhodopareia (Heuglin, 1868)
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Lagonosticta	Lagonosticta rubricata subsp. rubricata
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Lonchura	Lonchura flaviprymna (Gould, 1845)
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Pytilia	Pytilia phoenicoptera Swainson, 1837
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Stagonopleura	Stagonopleura guttata (Shaw, 1796)
Animalia	Chordata	Aves	Passeriformes	Eurylaimidae	Calyptomena	Calyptomena viridis viridis Raffles, 1822
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carduelis	Acanthis flammea subsp. islandica
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carduelis	Carduelis spinescens capitanea (Bangs, 1898)
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carduelis	Carduelis spinoides heinrichi Stresemann, 1940
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carpodacus	Carpodacus mexicanus amplus Ridgway, 1876
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carpodacus	Carpodacus mexicanus potosinus Griscom, 1928
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carpodacus	Carpodacus pulcherrimus (Moore, 1856)
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carpodacus	Carpodacus verreauxii
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Leucosticte	Leucosticte arctoa subsp. arctoa
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Leucosticte	Leucosticte brandti margaritacea (Madarasz, 1904)
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Loxia	Loxia curvirostra pusilla Gloger, 1833
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Pyrrhula	Pyrrhula nipalensis victoriae Rippon, 1906
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Rhodospiza	Rhodospiza obsoleta (Lichtenstein, 1823)
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Uragus	Uragus sibiricus subsp. sibiricus
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Asthenes	Asthenes flammulata subsp. flammulata
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Asthenes	Asthenes heterura (Berlepsch, 1901)
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Campylorhamphus	Campylorhamphus trochilirostris hellmayri Laubmann, 1930
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Cranioleuca	Cranioleuca marcapatae subsp. marcapatae
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Glyphorynchus	Glyphorhynchus Anon., 1832
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Philydor	Philydor erythrocercum (Pelzeln, 1859)
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Pseudocolaptes	Pseudocolaptes boissonneautii intermedianus Chapman, 1923
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Pseudocolaptes	Pseudocolaptes boissonneautii medianus Hellmayr, 1919
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Synallaxis	Synallaxis moesta moesta P. L. Sclater, 1856
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Syndactyla	Simoxenops ucayalae (Chapman, 1928)
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Xiphorhynchus	Xiphorhynchus picus rufescens (Todd, 1948)
Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Petrochelidon	Petrochelidon fluvicola
Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Petrochelidon	Petrochelidon pyrrhonota subsp. hypopolia
Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Petrochelidon	Petrochelidon rufocollaris Peale, 1848
Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Ptyonoprogne	Ptyonoprogne fuligula subsp. pusilla
Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Stelgidopteryx	Stelgidopteryx Baird, 1858
Animalia	Chordata	Aves	Passeriformes	Icteridae	Cacicus	Cacicus haemorrhous pachyrhynchus Berlepsch, 1889
Animalia	Chordata	Aves	Passeriformes	Icteridae	Icterus	Icterus leucopteryx bairdi Cory, 1886
Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus	Molothrus oryzivorus oryzivorus (Gmelin, 1788)
Animalia	Chordata	Aves	Passeriformes	Icteridae	Psarocolius	Psarocolius cassini (Richmond, 1898)
Animalia	Chordata	Aves	Passeriformes	Icteridae	Quiscalus	Quiscalus quiscula stonei Chapman, 1935
Animalia	Chordata	Aves	Passeriformes	Irenidae	Chloropsis	Chloropsis aurifrons subsp. pridii
Animalia	Chordata	Aves	Passeriformes	Irenidae	Chloropsis	Chloropsis cochinchinensis subsp. serithai
Animalia	Chordata	Aves	Passeriformes	Irenidae	Chloropsis	Chloropsis sonnerati Jardine & Selby, 1827
Animalia	Chordata	Aves	Passeriformes	Irenidae	Irena	Irena Horsfield, 1821
Animalia	Chordata	Aves	Passeriformes	Laniidae	Corvinella	Corvinella corvina subsp. affinis
Animalia	Chordata	Aves	Passeriformes	Laniidae	Lanius	Lanius collurioides subsp. collurioides
Animalia	Chordata	Aves	Passeriformes	Laniidae	Lanius	Lanius newtoni Bocage, 1891
Animalia	Chordata	Aves	Passeriformes	Malaconotidae	Dryoscopus	Dryoscopus cubla subsp. cubla
Animalia	Chordata	Aves	Passeriformes	Malaconotidae	Dryoscopus	Dryoscopus gambensis (Lichtenstein, 1823)
Animalia	Chordata	Aves	Passeriformes	Malaconotidae	Laniarius	Laniarius funebris subsp. degener
Animalia	Chordata	Aves	Passeriformes	Malaconotidae	Tchagra	Tchagra minutus subsp. minutus
Animalia	Chordata	Aves	Passeriformes	Malaconotidae	Telophorus	Telophorus olivaceus (Shaw, 1809)
Animalia	Chordata	Aves	Passeriformes	Melanocharitidae	Oedistoma	Oedistoma Salvadori, 1876
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Acanthorhynchus	Acanthorhynchus tenuirostris cairnsensis Mathews, 1912
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Anthochaera	Anthochaera paradoxa (Daudin, 1800)
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Certhionyx	Certhionyx pectoralis (Gould, 1841)
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Lichenostomus	Lichenostomus virescens forresti (Ingram, 1906)
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Meliphaga	Meliphaga montana germanorum Hartert, 1930
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Myzomela	Myzomela cardinalis sanctaecrucis Sarasin, 1913
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Phylidonyris	Phylidonyris nigra (Bechstein, 1811)
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Ptiloprora	Ptiloprora plumbea granti Mayr, 1931
Animalia	Chordata	Aves	Passeriformes	Monarchidae	Mayrornis	Mayrornis lessoni subsp. lessoni
Animalia	Chordata	Aves	Passeriformes	Monarchidae	Terpsiphone	Terpsiphone bourbonnensis subsp. bourbonnensis
Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	Anthus gutturalis subsp. gutturalis
Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	Anthus similis subsp. leucocraspedon
Animalia	Chordata	Aves	Passeriformes	Motacillidae	Macronyx	Macronyx fuelleborni subsp. fuelleborni
Animalia	Chordata	Aves	Passeriformes	Motacillidae	Motacilla	Motacilla alba Linnaeus, 1758
Animalia	Chordata	Aves	Passeriformes	Motacillidae	Motacilla	Motacilla alba subsp. alboides
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Cercotrichas	Cercotrichas paena subsp. paena
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Copsychus	Copsychus luzoniensis subsp. parvimaculatus
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Cyornis	Cyornis rufigaster (Raffles, 1822)
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Dioptrornis	Dioptrornis chocolatinus (Ruppell, 1840)
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Ficedula	Ficedula dumetoria (Wallace, 1864)
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Melaenornis	Melaenornis edolioides subsp. lugubris
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Oenanthe	Oenanthe leucopyga subsp. leucopyga
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Phoenicurus	Phoenicurus fuliginosus
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Pogonocichla	Pogonocichla stellata subsp. pallidiflava
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Tarsiger	Tarsiger chrysaeus subsp. chrysaeus
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Aethopyga	Aethopyga gouldiae subsp. isolata
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Chalcoparia	Chalcoparia singalensis subsp. sumatrana
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Cinnyris	Cinnyris ursulae
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Cyanomitra	Cyanomitra alinae subsp. alinae
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Cyanomitra	Cyanomitra olivacea subsp. changamwensis
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Dicaeum	Dicaeum everetti (Sharpe, 1877)
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Hedydipna	Hedydipna collaris subsp. somereni
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Nectarinia	Nectarinia pulchella (Linnaeus, 1766)
Animalia	Chordata	Aves	Passeriformes	Neosittidae	Daphoenositta	Daphoenositta De Vis, 1897
Animalia	Chordata	Aves	Passeriformes	Oriolidae	Oriolus	Oriolus xanthonotus Horsfield, 1821
Animalia	Chordata	Aves	Passeriformes	Paradisaeidae	Astrapia	Astrapia nigra (J. F. Gmelin, 1788)
Animalia	Chordata	Aves	Passeriformes	Paradisaeidae	Paradisaea	Paradisaea minor subsp. jobiensis
Animalia	Chordata	Aves	Passeriformes	Paradisaeidae	Seleucidis	Seleucides Gray, 1841
Animalia	Chordata	Aves	Passeriformes	Pardalotidae	Acanthiza	Acanthiza apicalis subsp. albiventris
Animalia	Chordata	Aves	Passeriformes	Pardalotidae	Calamanthus	Calamanthus campestris subsp. montanellus
Animalia	Chordata	Aves	Passeriformes	Pardalotidae	Dasyornis	Dasyornis broadbenti subsp. broadbenti
Animalia	Chordata	Aves	Passeriformes	Pardalotidae	Gerygone	Gerygone chrysogaster subsp. neglecta
Animalia	Chordata	Aves	Passeriformes	Pardalotidae	Gerygone	Gerygone flavolateralis subsp. citrina
Animalia	Chordata	Aves	Passeriformes	Pardalotidae	Gerygone	Gerygone levigaster subsp. levigaster
Animalia	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus subsp. caeruleus
Animalia	Chordata	Aves	Passeriformes	Parulidae	Basileuterus	Basileuterus rufifrons dugesi Ridgway, 1892
Animalia	Chordata	Aves	Passeriformes	Parulidae	Cardellina	Cardellina pusilla subsp. chryseola
Animalia	Chordata	Aves	Passeriformes	Parulidae	Cardellina	Cardellina versicolor
Animalia	Chordata	Aves	Passeriformes	Parulidae	Dendroica	Dendroica cerulea (A. Wilson, 1810)
Animalia	Chordata	Aves	Passeriformes	Parulidae	Dendroica	Dendroica petechia melanoptera Lawrence, 1879
Animalia	Chordata	Aves	Passeriformes	Parulidae	Geothlypis	Geothlypis trichas insperata Van Tyne, 1933
Animalia	Chordata	Aves	Passeriformes	Parulidae	Granatellus	Granatellus venustus Bonaparte, 1850
Animalia	Chordata	Aves	Passeriformes	Parulidae	Limnothlypis	Limnothlypis swainsonii (Audubon, 1834)
Animalia	Chordata	Aves	Passeriformes	Parulidae	Teretistris	Teretistris fornsi Gundlach, 1858
Animalia	Chordata	Aves	Passeriformes	Parulidae	Vermivora	Vermivora Swainson, 1827
Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer griseus subsp. ugandae
Animalia	Chordata	Aves	Passeriformes	Picathartidae	Picathartes	Picathartes Lesson, 1828
Animalia	Chordata	Aves	Passeriformes	Pipridae	Chiroxiphia	Chiroxiphia pareola napensis W. Miller, 1908
Animalia	Chordata	Aves	Passeriformes	Pipridae	Pipra	Pipra pipra pygmaea Zimmer, 1936
Animalia	Chordata	Aves	Passeriformes	Pipridae	Pipra	Pipra rubrocapilla Temminck, 1821
Animalia	Chordata	Aves	Passeriformes	Pittidae	Anthocincla	Anthocincla phayrei Blyth, 1862
Animalia	Chordata	Aves	Passeriformes	Pittidae	Pitta	Pitta erythrogaster macklotii Temminck, 1834
Animalia	Chordata	Aves	Passeriformes	Platysteiridae	Platysteira	Platysteira castanea Fraser, 1843
Animalia	Chordata	Aves	Passeriformes	Ploceidae	Euplectes	Euplectes progne (Boddaert, 1783)
Animalia	Chordata	Aves	Passeriformes	Ploceidae	Ploceus	Ploceus sakalava subsp. minor
Animalia	Chordata	Aves	Passeriformes	Ploceidae	Ploceus	Ploceus vitellinus (Lichtenstein, 1823)
Animalia	Chordata	Aves	Passeriformes	Ploceidae	Quelea	Quelea quelea subsp. lathami
Animalia	Chordata	Aves	Passeriformes	Prunellidae	Prunella	Prunella collaris subsp. subalpina
Animalia	Chordata	Aves	Passeriformes	Prunellidae	Prunella	Prunella modularis (Linnaeus, 1758)
Animalia	Chordata	Aves	Passeriformes	Ptilonorhynchidae	Ailuroedus	Ailuroedus crassirostris facialis Mayr, 1936
Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Hypsipetes	Hypsipetes amaurotis subsp. fugensis
Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Hypsipetes	Hypsipetes amaurotis subsp. magnirostris
Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Hypsipetes	Hypsipetes everetti subsp. catarmanensis
Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Hypsipetes	Hypsipetes leucocephalus subsp. psaroides
Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Phyllastrephus	Phyllastrephus apperti Colston, 1972
Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Phyllastrephus	Phyllastrephus debilis (Sclater, 1899)
Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus leucogenys subsp. leucogenys
Animalia	Chordata	Aves	Passeriformes	Remizidae	Auriparus	Auriparus flaviceps subsp. hidalgensis
Animalia	Chordata	Aves	Passeriformes	Rhipiduridae	Rhipidura	Rhipidura rufiventris subsp. obiensis
Animalia	Chordata	Aves	Passeriformes	Sittidae	Sitta	Sitta carolinensis subsp. mexicana
Animalia	Chordata	Aves	Passeriformes	Sittidae	Sitta	Sitta formosa Blyth, 1843
Animalia	Chordata	Aves	Passeriformes	Sittidae	Sitta	Sitta pygmaea subsp. chihuahuae
Animalia	Chordata	Aves	Passeriformes	Sturnidae	Acridotheres	Acridotheres albocinctus Godwin-Austen & Walden, 1875
Animalia	Chordata	Aves	Passeriformes	Sturnidae	Aplonis	Calornis Gray, 1841
Animalia	Chordata	Aves	Passeriformes	Sturnidae	Streptocitta	Streptocitta albicollis (Vieillot, 1818)
Animalia	Chordata	Aves	Passeriformes	Sturnidae	Sturnia	Sturnia philippensis
Animalia	Chordata	Aves	Passeriformes	Sturnidae	Sturnus	Sturnus vulgaris subsp. zetlandicus
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Alcippe	Alcippe morrisonia subsp. fratercula
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Bradypterus	Bradypterus barratti subsp. godfreyi
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Bradypterus	Bradypterus lopezi (Alexander, 1903)
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Cettia	Cettia acanthizoides (Verreaux, 1871)
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Garrulax	Garrulax milnei (David, 1874)
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Garrulax	Garrulax striatus subsp. sikkimensis
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Hippolais	Hippolais opaca Cabanis, 1850
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Leiothrix	Leiothrix argentauris subsp. ricketti
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Malacocincla	Malacocincla abbotti subsp. krishnarajui
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Nesillas	Nesillas Oberholser, 1899
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Nesillas	Nesillas brevicaudata (Milne-Edwards & Grandidier, 1888)
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Orthotomus	Orthotomus derbianus subsp. derbianus
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Pellorneum	Pellorneum Swainson, 1832
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Pellorneum	Pellorneum ruficeps subsp. chthonium
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus collybita (Vieillot, 1817)
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus ruficapilla subsp. voelckeri
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Pnoepyga	Pnoepyga pusilla subsp. everetti
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Seicercus	Seicercus Swainson, 1837
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Sphenocichla	Sphenocichla roberti Godwin-Austen & Walden, 1875
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Stachyris	Stachyris latistriata Gonzales & Kennedy, 1990
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Stachyris	Stachyris nigriceps subsp. natunensis
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Sylvia	Sylvia atricapilla subsp. gularis
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Sylvia	Sylvia margelanica
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Turdoides	Turdoides caudata subsp. huttoni
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Yuhina	Yuhina gularis subsp. vivax
Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Cercomacra	Cercomacra laeta subsp. laeta
Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Dysithamnus	Dysithamnus mentalis subsp. suffusus
Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Formicivora	Formicivora grisea subsp. orenocensis
Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Microrhopias	Microrhopias quixensis subsp. microstictus
Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Myrmoborus	Myrmoborus myotherinus subsp. elegans
Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Myrmotherula	Myrmotherula axillaris subsp. melaena
Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Myrmotherula	Myrmotherula longicauda subsp. longicauda
Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Myrmotherula	Myrmotherula menetriesii subsp. pallida
Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Thamnophilus	Thamnophilus doliatus subsp. nigrescens
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Catamblyrhynchus	Catamblyrhynchus Lafresnaye, 1842
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Chlorophonia	Chlorophonia cyanea psittacina Bangs, 1902
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Chlorospingus	Chlorospingus canigularis subsp. canigularis
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Chlorospingus	Chlorospingus ophthalmicus subsp. regionalis
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Conirostrum	Conirostrum margaritae (Holt, 1931)
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Diglossa	Diglossa brunneiventris Lafresnaye, 1846
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Euphonia	Euphonia affinis (Lesson, 1842)
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Euphonia	Euphonia saturata (Cabanis, 1861)
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Habia	Habia rubica holobrunnea Griscom, 1930
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus melanogaster subsp. melanogaster
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus sanguinolentus sanguinolentus (Lesson, 1831)
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Schistochlamys	Schistochlamys melanopis subsp. melanopis
Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Catherpes	Catherpes mexicanus (Swainson, 1829)
Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Cistothorus	Cistothorus platensis subsp. jalapensis
Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Pheugopedius	Pheugopedius rutilus
Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Troglodytes	Troglodytes rufulus subsp. rufulus
Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus aurantiirostris subsp. griseiceps
Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus fuscater subsp. opertaneus
Animalia	Chordata	Aves	Passeriformes	Turdidae	Myiophonus	Myiophonus horsfieldii Vigors, 1831
Animalia	Chordata	Aves	Passeriformes	Turdidae	Nesocichla	Nesocichla eremita subsp. eremita
Animalia	Chordata	Aves	Passeriformes	Turdidae	Sialia	Sialia mexicana Swainson, 1832
Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	Turdus assimilis subsp. atrotinctus
Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	Turdus fuscater Lafresnaye & d'Orbigny, 1837
Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	Turdus hauxwelli Lawrence, 1869
Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	Turdus lherminieri subsp. sanctaeluciae
Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	Turdus poliocephalus Latham, 1802
Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	Turdus poliocephalus subsp. seebohmi
Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	Turdus poliocephalus subsp. tolokiwae
Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	Turdus roehli
Animalia	Chordata	Aves	Passeriformes	Turdidae	Zoothera	Zoothera dauma subsp. horsfieldi
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Anairetes	Anairetes flavirostris arequipae (Chapman, 1926)
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Attila	Attila phoenicurus Pelzeln, 1868
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Casiornis	Casiornis fuscus P. L. Sclater & Salvin, 1873
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Contopus	Contopus nigrescens nigrescens (P. L. Sclater & Salvin, 1880)
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Deltarhynchus	Deltarhynchus flammulatus (Lawrence, 1875)
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Euscarthmus	Euscarthmus rufomarginatus rufomarginatus (Pelzeln, 1868)
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiarchus	Myiarchus stolidus dominicensis (H. Bryant, 1867)
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiotheretes	Myiotheretes fumigatus olivaceus (Phelps & Phelps, 1953)
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiotriccus	Myiotriccus Ridgway, 1905
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiotriccus	Myiotriccus ornatus aureiventris (P. L. Sclater, 1874)
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Nephelomyias	Nephelomyias pulcher subsp. bellus
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Ornithion	Ornithion brunneicapillus dilutum (Todd, 1913)
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Platyrinchus	Platyrinchus coronatus gumia (Bangs & T. E. Penard, 1918)
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Platyrinchus	Platyrinchus mystaceus insularis Allen, 1889
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Platyrinchus	Platyrinchus mystaceus neglectus (Todd, 1919)
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Stigmatura	Stigmatura budytoides inzonata Wetmore & J. L. Peters, 1923
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Todirostrum	Todirostrum maculatum annectens Zimmer, 1940
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Tyrannus	Tyrannus crassirostris Swainson, 1826
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Tyrannus	Tyrannus melancholicus occidentalis Hartert & Goodson, 1917
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Tyrannus	Tyrannus savana Vieillot, 1808
Animalia	Chordata	Aves	Passeriformes	Vireonidae	Vireo	Vireo flavoviridis (Cassin, 1851)
Animalia	Chordata	Aves	Passeriformes	Vireonidae	Vireo	Vireo huttoni subsp. sierrae
Animalia	Chordata	Aves	Passeriformes	Vireonidae	Vireo	Vireo olivaceus subsp. diversus
Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Oculocincta	Oculocincta squamifrons (Sharpe, 1892)
Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Rukia	Rukia ruki (Hartert, 1897)
Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops	Zosterops lateralis subsp. vatensis
Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops	Zosterops montanus subsp. montanus
Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops	Zosterops montanus subsp. vulcani
Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops	Zosterops palpebrosus subsp. buxtoni
Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops	Zosterops senegalensis subsp. heinrichi
Animalia	Chordata	Aves	Passeriformes	NULL	Larvivora	Larvivora akahige subsp. akahige
Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Acanthisitta	Acanthisitta Gray, 1842
Animalia	Chordata	Aves	Passeriformes	Acrocephalidae	Iduna	Iduna similis
Animalia	Chordata	Aves	Passeriformes	Alaudidae	Ammomanes	Ammomanes Cabanis, 1851
